unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,facility_type,status,due_date,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,vehicle_type,taxi_company_borough,taxi_pick_up_location,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment,latitude,longitude,location
66289019,2025-09-27T01:12:35.000,,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10460.0,593 VAN NEST AVENUE,VAN NEST AVENUE,TAYLOR AVENUE,GARFIELD STREET,TAYLOR AVENUE,GARFIELD STREET,ADDRESS,BRONX,VAN NEST AVENUE,,In Progress,,,2025-09-27T02:48:26.000,11 BRONX,2040210028.0,BRONX,1020709.0,246198.0,MOBILE,Unspecified,BRONX,,,,,,,,40.84235655547509,-73.86823094527675,"
,  
(40.84235655547509, -73.86823094527675)"
66281490,2025-09-27T01:12:33.000,,DOE,Department of Education,School Maintenance,Unclean Condition,School,10032.0,560 WEST  169 STREET,WEST  169 STREET,AUDUBON AVENUE,BROADWAY,AUDUBON AVENUE,BROADWAY,ADDRESS,NEW YORK,WEST  169 STREET,,In Progress,,,,12 MANHATTAN,1021250001.0,MANHATTAN,1001241.0,245813.0,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.84135876191168,-73.93859256240648,"
,  
(40.84135876191168, -73.93859256240648)"
66279448,2025-09-27T01:12:33.000,2025-09-27T01:21:12.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11212.0,224 HEGEMAN AVENUE,HEGEMAN AVENUE,MOTHER GASTON BOULEVARD,CHRISTOPHER AVENUE,MOTHER GASTON BOULEVARD,CHRISTOPHER AVENUE,ADDRESS,BROOKLYN,HEGEMAN AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,2025-09-27T01:21:14.000,16 BROOKLYN,3038680026.0,BROOKLYN,1011047.0,178596.0,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.6568409127356,-73.90342040902075,"
,  
(40.656840912735596, -73.90342040902075)"
66280983,2025-09-27T01:12:23.000,2025-09-27T01:30:30.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11201.0,12 REMSEN STREET,REMSEN STREET,BROOKLYN HEIGHTS PROMENADE,MONTAGUE TERRACE,BROOKLYN HEIGHTS PROMENADE,MONTAGUE TERRACE,ADDRESS,BROOKLYN,REMSEN STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,2025-09-27T01:30:34.000,02 BROOKLYN,3002510011.0,BROOKLYN,984818.0,192502.0,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.69505027572328,-73.99795168733361,"
,  
(40.695050275723275, -73.99795168733361)"
66283491,2025-09-27T01:12:05.000,2025-09-27T01:20:24.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11205.0,81 NORTH PORTLAND AVENUE,NORTH PORTLAND AVENUE,PARK AVENUE,AUBURN PLACE,PARK AVENUE,AUBURN PLACE,ADDRESS,BROOKLYN,NORTH PORTLAND AVENUE,,Closed,,The Police Department issued a summons in response to the complaint.,2025-09-27T01:20:28.000,02 BROOKLYN,3020410001.0,BROOKLYN,990841.0,192624.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.69538270128887,-73.97623152066696,"
,  
(40.69538270128887, -73.97623152066696)"
66278360,2025-09-27T01:11:41.000,,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11357.0,143-10 20 AVENUE,20 AVENUE,WHITESTONE EXPRESSWAY,144 STREET,WHITESTONE EXPRESSWAY,144 STREET,ADDRESS,WHITESTONE,20 AVENUE,,In Progress,,,,07 QUEENS,4041910094.0,QUEENS,1032855.0,224124.0,MOBILE,Unspecified,QUEENS,,,,,,,,40.78171119317007,-73.8244931718144,"
,  
(40.78171119317007, -73.8244931718144)"
66285958,2025-09-27T01:11:36.000,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11211.0,597 GRAND STREET,GRAND STREET,LORIMER STREET,LEONARD STREET,LORIMER STREET,LEONARD STREET,ADDRESS,BROOKLYN,GRAND STREET,,In Progress,,,,01 BROOKLYN,3027807502.0,BROOKLYN,998647.0,198410.0,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.71125465339949,-73.9480691405244,"
,  
(40.71125465339949, -73.9480691405244)"
66287359,2025-09-27T01:11:17.000,,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,11212.0,136 EAST   92 STREET,EAST   92 STREET,RUTLAND ROAD,WINTHROP STREET,RUTLAND ROAD,WINTHROP STREET,ADDRESS,BROOKLYN,EAST   92 STREET,,In Progress,,,2025-09-27T02:21:11.000,17 BROOKLYN,3046100027.0,BROOKLYN,1004523.0,180223.0,MOBILE,Unspecified,BROOKLYN,Car,,,,,,,40.66132400812048,-73.92692878065009,"
,  
(40.66132400812048, -73.92692878065009)"
66285955,2025-09-27T01:11:13.000,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466.0,661 EAST  230 STREET,EAST  230 STREET,CARPENTER AVENUE,LOWERRE PLACE,CARPENTER AVENUE,LOWERRE PLACE,ADDRESS,BRONX,EAST  230 STREET,,In Progress,,,2025-09-27T02:47:17.000,12 BRONX,2048330027.0,BRONX,1022955.0,264223.0,MOBILE,Unspecified,BRONX,,,,,,,,40.891820074686,-73.860009421079,"
,  
(40.891820074685995, -73.860009421079)"
66281460,2025-09-27T01:11:12.000,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10462.0,2142 BARNES AVENUE,BARNES AVENUE,LYDIG AVENUE,PELHAM PARKWAY SOUTH,LYDIG AVENUE,PELHAM PARKWAY SOUTH,ADDRESS,BRONX,BARNES AVENUE,,In Progress,,,2025-09-27T01:43:53.000,11 BRONX,2043220010.0,BRONX,1021913.0,250700.0,ONLINE,Unspecified,BRONX,,,,,,,,40.85470814855662,-73.86385420170859,"
,  
(40.85470814855662, -73.86385420170859)"
66289020,2025-09-27T01:11:12.000,,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10032.0,655 WEST  160 STREET,WEST  160 STREET,FORT WASHINGTON AVENUE,RIVERSIDE DRIVE,FORT WASHINGTON AVENUE,RIVERSIDE DRIVE,ADDRESS,NEW YORK,WEST  160 STREET,,In Progress,,,2025-09-27T01:48:58.000,12 MANHATTAN,1021360098.0,MANHATTAN,999307.0,244152.0,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.83680331008733,-73.94558598899529,"
,  
(40.83680331008733, -73.94558598899529)"
66289023,2025-09-27T01:10:57.000,,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11434.0,118-59 154 STREET,154 STREET,DEAD END,119 AVENUE,DEAD END,119 AVENUE,ADDRESS,JAMAICA,154 STREET,,In Progress,,,2025-09-27T02:06:34.000,12 QUEENS,4122090103.0,QUEENS,1042914.0,187318.0,PHONE,Unspecified,QUEENS,,,,,,,,40.680627009116655,-73.78849235561454,"
,  
(40.680627009116655, -73.78849235561454)"
66281311,2025-09-27T01:10:48.000,,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11435.0,143-45 95 AVENUE,95 AVENUE,ALLENDALE STREET,LIVERPOOL STREET,ALLENDALE STREET,LIVERPOOL STREET,ADDRESS,JAMAICA,95 AVENUE,,In Progress,,,,12 QUEENS,,QUEENS,1037302.0,193506.0,ONLINE,Unspecified,QUEENS,,,,,,,,40.697647019776326,-73.80867710834667,"
,  
(40.697647019776326, -73.80867710834667)"
66280697,2025-09-27T01:10:30.000,2025-09-27T01:28:00.000,NYPD,New York City Police Department,Noise - Commercial,Banging/Pounding,Club/Bar/Restaurant,10002.0,92 LUDLOW STREET,LUDLOW STREET,BROOME STREET,DELANCEY STREET,BROOME STREET,DELANCEY STREET,ADDRESS,NEW YORK,LUDLOW STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,2025-09-27T01:28:02.000,03 MANHATTAN,1004090041.0,MANHATTAN,987242.0,201007.0,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.71839400517128,-73.98920651756731,"
,  
(40.718394005171284, -73.98920651756731)"
66278450,2025-09-27T01:10:29.000,,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10030.0,198 WEST  134 STREET,WEST  134 STREET,LENOX AVENUE,ADAM CLAYTON POWELL JR BOULEVARD,LENOX AVENUE,ADAM CLAYTON POWELL JR BOULEVARD,ADDRESS,NEW YORK,WEST  134 STREET,,In Progress,,,2025-09-27T01:46:37.000,10 MANHATTAN,1019180060.0,MANHATTAN,999761.0,236037.0,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.8145291628393,-73.94396405353248,"
,  
(40.8145291628393, -73.94396405353248)"
66282961,2025-09-27T01:10:19.000,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10457.0,1800 CROTONA AVENUE,CROTONA AVENUE,CROTONA PARK NORTH,EAST  175 STREET,CROTONA PARK NORTH,EAST  175 STREET,ADDRESS,BRONX,CROTONA AVENUE,,In Progress,,,2025-09-27T02:14:13.000,06 BRONX,2029480001.0,BRONX,1013714.0,246354.0,PHONE,Unspecified,BRONX,,,,,,,,40.84281083967896,-73.89351135704858,"
,  
(40.84281083967896, -73.89351135704858)"
66287434,2025-09-27T01:10:07.000,,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10002.0,247 ELDRIDGE STREET,ELDRIDGE STREET,STANTON STREET,EAST HOUSTON STREET,STANTON STREET,EAST HOUSTON STREET,ADDRESS,NEW YORK,ELDRIDGE STREET,,In Progress,,,2025-09-27T01:51:45.000,03 MANHATTAN,1004220056.0,MANHATTAN,987133.0,202611.0,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.72279663460636,-73.9895990422749,"
,  
(40.72279663460636, -73.9895990422749)"
66277349,2025-09-27T01:09:58.000,2025-09-27T01:13:56.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11205.0,99 NORTH PORTLAND AVENUE,NORTH PORTLAND AVENUE,PARK AVENUE,AUBURN PLACE,PARK AVENUE,AUBURN PLACE,ADDRESS,BROOKLYN,NORTH PORTLAND AVENUE,,Closed,,The Police Department issued a summons in response to the complaint.,2025-09-27T01:13:59.000,02 BROOKLYN,3020410001.0,BROOKLYN,990851.0,192559.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.69520428392374,-73.97619552234463,"
,  
(40.69520428392374, -73.97619552234463)"
66281482,2025-09-27T01:09:57.000,,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10032.0,655 WEST  160 STREET,WEST  160 STREET,FORT WASHINGTON AVENUE,RIVERSIDE DRIVE,FORT WASHINGTON AVENUE,RIVERSIDE DRIVE,ADDRESS,NEW YORK,WEST  160 STREET,,In Progress,,,2025-09-27T01:48:55.000,12 MANHATTAN,1021360098.0,MANHATTAN,999307.0,244152.0,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.83680331008733,-73.94558598899529,"
,  
(40.83680331008733, -73.94558598899529)"
66279947,2025-09-27T01:09:48.000,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466.0,663 EAST  230 STREET,EAST  230 STREET,CARPENTER AVENUE,LOWERRE PLACE,CARPENTER AVENUE,LOWERRE PLACE,ADDRESS,BRONX,EAST  230 STREET,,In Progress,,,2025-09-27T02:47:04.000,12 BRONX,2048330026.0,BRONX,1022970.0,264217.0,MOBILE,Unspecified,BRONX,,,,,,,,40.89180354079884,-73.85995520296093,"
,  
(40.89180354079884, -73.85995520296093)"
66286811,2025-09-27T01:09:45.000,2025-09-27T01:23:17.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10029.0,2019 1 AVENUE,1 AVENUE,EAST  104 STREET,EAST  105 STREET,EAST  104 STREET,EAST  105 STREET,ADDRESS,NEW YORK,1 AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,2025-09-27T01:23:20.000,11 MANHATTAN,1016767504.0,MANHATTAN,1000599.0,226524.0,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.788417076566645,-73.94095980994614,"
,  
(40.788417076566645, -73.94095980994614)"
66278456,2025-09-27T01:09:18.000,,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10456.0,1368 WEBSTER AVENUE,WEBSTER AVENUE,EAST  169 STREET,EAST  170 STREET,EAST  169 STREET,EAST  170 STREET,ADDRESS,BRONX,WEBSTER AVENUE,,In Progress,,,2025-09-27T02:22:36.000,03 BRONX,2028940001.0,BRONX,1009762.0,243683.0,MOBILE,Unspecified,BRONX,Car,,,,,,,40.83549202737986,-73.90780480474237,"
,  
(40.835492027379864, -73.90780480474237)"
66282984,2025-09-27T01:09:14.000,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10462.0,2125 MATTHEWS AVENUE,MATTHEWS AVENUE,LYDIG AVENUE,PELHAM PARKWAY SOUTH,LYDIG AVENUE,PELHAM PARKWAY SOUTH,ADDRESS,BRONX,MATTHEWS AVENUE,,In Progress,,,2025-09-27T01:45:33.000,11 BRONX,,BRONX,1022169.0,250751.0,ONLINE,Unspecified,BRONX,,,,,,,,40.85484703240152,-73.8629285151545,"
,  
(40.85484703240152, -73.8629285151545)"
66289027,2025-09-27T01:09:10.000,,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10003.0,75 EAST    4 STREET,EAST    4 STREET,BOWERY,2 AVENUE,BOWERY,2 AVENUE,ADDRESS,NEW YORK,EAST    4 STREET,,In Progress,,,,03 MANHATTAN,1004600049.0,MANHATTAN,986955.0,203976.0,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.72654328463644,-73.99024066166999,"
,  
(40.726543284636435, -73.99024066166999)"
66284588,2025-09-27T01:09:08.000,,NYPD,New York City Police Department,Encampment,,Street/Sidewalk,10023.0,2151 BROADWAY,BROADWAY,WEST   75 STREET,WEST   76 STREET,WEST   75 STREET,WEST   76 STREET,ADDRESS,NEW YORK,BROADWAY,,In Progress,,,2025-09-27T01:45:17.000,07 MANHATTAN,1011677503.0,MANHATTAN,989462.0,223977.0,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.781439826156365,-73.98118018196605,"
,  
(40.781439826156365, -73.98118018196605)"
66284425,2025-09-27T01:08:52.000,,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,10002.0,247 ELDRIDGE STREET,ELDRIDGE STREET,STANTON STREET,EAST HOUSTON STREET,STANTON STREET,EAST HOUSTON STREET,ADDRESS,NEW YORK,ELDRIDGE STREET,,In Progress,,,2025-09-27T01:51:58.000,03 MANHATTAN,1004220056.0,MANHATTAN,987133.0,202611.0,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.72279663460636,-73.9895990422749,"
,  
(40.72279663460636, -73.9895990422749)"
66280988,2025-09-27T01:08:43.000,2025-09-27T01:25:17.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10474.0,BRYANT AVENUE,BRYANT AVENUE,BRYANT AVENUE,LAFAYETTE AVENUE,BRYANT AVENUE,LAFAYETTE AVENUE,INTERSECTION,,,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2025-09-27T01:25:20.000,02 BRONX,,BRONX,1015760.0,236927.0,PHONE,Unspecified,BRONX,Other,,,,,,,40.816929383190406,-73.8861609997855,"
,  
(40.816929383190406, -73.8861609997855)"
66278258,2025-09-27T01:08:32.000,,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10458.0,2897 VALENTINE AVENUE,VALENTINE AVENUE,EAST  198 STREET,EAST  199 STREET,EAST  198 STREET,EAST  199 STREET,ADDRESS,BRONX,VALENTINE AVENUE,,In Progress,,,2025-09-27T02:50:05.000,07 BRONX,2033050048.0,BRONX,1015064.0,256367.0,PHONE,Unspecified,BRONX,,,,,,,,40.870288900477306,-73.88858617064349,"
,  
(40.870288900477306, -73.88858617064349)"
66287347,2025-09-27T01:08:24.000,,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11421.0,90-40 75 STREET,75 STREET,90 AVENUE,91 AVENUE,90 AVENUE,91 AVENUE,ADDRESS,WOODHAVEN,75 STREET,,In Progress,,,2025-09-27T01:51:43.000,09 QUEENS,4089440031.0,QUEENS,1021567.0,189511.0,PHONE,Unspecified,QUEENS,,,,,,,,40.68676202129489,-73.86544469552415,"
,  
(40.68676202129489, -73.86544469552415)"
66289000,2025-09-27T01:08:24.000,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466.0,661 EAST  230 STREET,EAST  230 STREET,CARPENTER AVENUE,LOWERRE PLACE,CARPENTER AVENUE,LOWERRE PLACE,ADDRESS,BRONX,EAST  230 STREET,,In Progress,,,2025-09-27T02:47:11.000,12 BRONX,2048330027.0,BRONX,1022955.0,264223.0,MOBILE,Unspecified,BRONX,,,,,,,,40.891820074686,-73.860009421079,"
,  
(40.891820074685995, -73.860009421079)"
66279909,2025-09-27T01:07:47.000,,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,10002.0,247 ELDRIDGE STREET,ELDRIDGE STREET,STANTON STREET,EAST HOUSTON STREET,STANTON STREET,EAST HOUSTON STREET,ADDRESS,NEW YORK,ELDRIDGE STREET,,In Progress,,,2025-09-27T01:51:53.000,03 MANHATTAN,1004220056.0,MANHATTAN,987133.0,202611.0,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.72279663460636,-73.9895990422749,"
,  
(40.72279663460636, -73.9895990422749)"
66282963,2025-09-27T01:07:29.000,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10009.0,400 EAST   14 STREET,EAST   14 STREET,1 AVENUE,AVENUE A,1 AVENUE,AVENUE A,ADDRESS,NEW YORK,EAST   14 STREET,,In Progress,,,,03 MANHATTAN,1004417501.0,MANHATTAN,989131.0,205700.0,PHONE,Unspecified,MANHATTAN,,,,,,,,40.73127431048249,-73.98238864598262,"
,  
(40.73127431048249, -73.98238864598262)"
66281474,2025-09-27T01:07:23.000,,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10032.0,551 WEST  170 STREET,WEST  170 STREET,AUDUBON AVENUE,ST NICHOLAS AVENUE,AUDUBON AVENUE,ST NICHOLAS AVENUE,ADDRESS,NEW YORK,WEST  170 STREET,,In Progress,,,,12 MANHATTAN,1021270022.0,MANHATTAN,1001454.0,245984.0,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.84182769447864,-73.9378223173734,"
,  
(40.84182769447864, -73.9378223173734)"
66279887,2025-09-27T01:07:10.000,,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,11105.0,21-10 41 STREET,41 STREET,21 AVENUE,DITMARS BOULEVARD,21 AVENUE,DITMARS BOULEVARD,ADDRESS,ASTORIA,41 STREET,,In Progress,,,,01 QUEENS,,QUEENS,1010951.0,221196.0,PHONE,Unspecified,QUEENS,Other,,,,,,,40.77376792367048,-73.90359743529783,"
,  
(40.773767923670476, -73.90359743529783)"
66287341,2025-09-27T01:07:02.000,,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11204.0,1807 73 STREET,73 STREET,18 AVENUE,19 AVENUE,18 AVENUE,19 AVENUE,ADDRESS,BROOKLYN,73 STREET,,In Progress,,,2025-09-27T02:18:49.000,11 BROOKLYN,3061940001.0,BROOKLYN,985805.0,163094.0,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.6143316319235,-73.9943991641849,"
,  
(40.6143316319235, -73.9943991641849)"
66281453,2025-09-27T01:07:00.000,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466.0,661 EAST  230 STREET,EAST  230 STREET,CARPENTER AVENUE,LOWERRE PLACE,CARPENTER AVENUE,LOWERRE PLACE,ADDRESS,BRONX,EAST  230 STREET,,In Progress,,,2025-09-27T02:46:50.000,12 BRONX,2048330027.0,BRONX,1022955.0,264223.0,MOBILE,Unspecified,BRONX,,,,,,,,40.891820074686,-73.860009421079,"
,  
(40.891820074685995, -73.860009421079)"
66287443,2025-09-27T01:06:50.000,,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11355.0,134-14 FRANKLIN AVENUE,FRANKLIN AVENUE,SAULL STREET,MAIN STREET,SAULL STREET,MAIN STREET,ADDRESS,FLUSHING,FRANKLIN AVENUE,,In Progress,,,2025-09-27T02:05:50.000,07 QUEENS,4051230004.0,QUEENS,1031478.0,213882.0,PHONE,Unspecified,QUEENS,,,,,,,,40.75360707874763,-73.8295373084715,"
,  
(40.75360707874763, -73.8295373084715)"
66287407,2025-09-27T01:06:45.000,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10472.0,1122 ST LAWRENCE AVENUE,ST LAWRENCE AVENUE,WATSON AVENUE,GLEASON AVENUE,WATSON AVENUE,GLEASON AVENUE,ADDRESS,BRONX,ST LAWRENCE AVENUE,,In Progress,,,,09 BRONX,,BRONX,1021200.0,241090.0,PHONE,Unspecified,BRONX,,,,,,,,40.82833454698695,-73.86648452859217,"
,  
(40.828334546986945, -73.86648452859217)"
66288944,2025-09-27T01:06:45.000,,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11103.0,41-13 NEWTOWN ROAD,NEWTOWN ROAD,41 STREET,42 STREET,41 STREET,42 STREET,ADDRESS,ASTORIA,NEWTOWN ROAD,,In Progress,,,,01 QUEENS,4006830107.0,QUEENS,1007770.0,216935.0,MOBILE,Unspecified,QUEENS,,,,,,,,40.76208162627794,-73.91509717274322,"
,  
(40.76208162627794, -73.91509717274322)"
66285982,2025-09-27T01:06:40.000,,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,10034.0,436 WEST  204 STREET,WEST  204 STREET,9 AVENUE,10 AVENUE,9 AVENUE,10 AVENUE,ADDRESS,NEW YORK,WEST  204 STREET,,In Progress,,,,12 MANHATTAN,1022000009.0,MANHATTAN,1006603.0,253362.0,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.86206657335136,-73.91918851494246,"
,  
(40.86206657335136, -73.91918851494246)"
66285994,2025-09-27T01:06:06.000,,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11106.0,32-85 34 STREET,34 STREET,BROADWAY,34 AVENUE,BROADWAY,34 AVENUE,ADDRESS,ASTORIA,34 STREET,,In Progress,,,,01 QUEENS,4006220003.0,QUEENS,1005480.0,216312.0,ONLINE,Unspecified,QUEENS,,,,,,,,40.76037744746581,-73.92336561001105,"
,  
(40.760377447465814, -73.92336561001105)"
66277703,2025-09-27T01:05:52.000,2025-09-27T01:29:39.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11216.0,27 SPENCER PLACE,SPENCER PLACE,HANCOCK STREET,FULTON STREET,HANCOCK STREET,FULTON STREET,ADDRESS,BROOKLYN,SPENCER PLACE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2025-09-27T01:29:46.000,03 BROOKLYN,3020000001.0,BROOKLYN,996877.0,187490.0,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.68128449829848,-73.95447410878305,"
,  
(40.68128449829848, -73.95447410878305)"
66279933,2025-09-27T01:05:35.000,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466.0,661 EAST  230 STREET,EAST  230 STREET,CARPENTER AVENUE,LOWERRE PLACE,CARPENTER AVENUE,LOWERRE PLACE,ADDRESS,BRONX,EAST  230 STREET,,In Progress,,,2025-09-27T02:47:25.000,12 BRONX,2048330027.0,BRONX,1022955.0,264223.0,MOBILE,Unspecified,BRONX,,,,,,,,40.891820074686,-73.860009421079,"
,  
(40.891820074685995, -73.860009421079)"
66289028,2025-09-27T01:05:19.000,,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10458.0,2495 MARION AVENUE,MARION AVENUE,EAST  188 STREET,EAST FORDHAM ROAD,EAST  188 STREET,EAST FORDHAM ROAD,ADDRESS,BRONX,MARION AVENUE,,In Progress,,,2025-09-27T02:42:16.000,05 BRONX,2030230053.0,BRONX,1013712.0,252987.0,ONLINE,Unspecified,BRONX,,,,,,,,40.86101644921517,-73.89348943643033,"
,  
(40.86101644921517, -73.89348943643033)"
66281870,2025-09-27T01:05:15.000,2025-09-27T01:20:45.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11209.0,145 72 STREET,72 STREET,COLONIAL ROAD,RIDGE BOULEVARD,COLONIAL ROAD,RIDGE BOULEVARD,ADDRESS,BROOKLYN,72 STREET,,Closed,,The Police Department issued a summons in response to the complaint.,2025-09-27T01:20:48.000,10 BROOKLYN,3058890058.0,BROOKLYN,975500.0,170484.0,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.6346114486687,-74.03152553525608,"
,  
(40.6346114486687, -74.03152553525608)"
66286464,2025-09-27T01:05:07.000,2025-09-27T01:27:17.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11418.0,85-18 106 STREET,106 STREET,85 AVENUE,86 AVENUE,85 AVENUE,86 AVENUE,ADDRESS,RICHMOND HILL,106 STREET,,Closed,,The Police Department issued a summons in response to the complaint.,2025-09-27T01:27:21.000,09 QUEENS,4091910014.0,QUEENS,1027828.0,193862.0,ONLINE,Unspecified,QUEENS,,,,,,,,40.69867587964743,-73.84284107134286,"
,  
(40.69867587964743, -73.84284107134286)"
66283796,2025-09-27T01:05:00.000,2025-09-27T01:26:30.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10026.0,1350 5 AVENUE,5 AVENUE,EAST  112 STREET,EAST  115 STREET,EAST  112 STREET,EAST  115 STREET,ADDRESS,NEW YORK,5 AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2025-09-27T01:26:33.000,10 MANHATTAN,1015960001.0,MANHATTAN,998623.0,230180.0,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.79845524146068,-73.94808779746673,"
,  
(40.79845524146068, -73.94808779746673)"
66280007,2025-09-27T01:04:19.000,,NYPD,New York City Police Department,Drinking,In Public,Club/Bar/Restaurant,10461.0,2469 EAST TREMONT AVENUE,EAST TREMONT AVENUE,SEDDON STREET,HONE AVENUE,SEDDON STREET,HONE AVENUE,ADDRESS,BRONX,EAST TREMONT AVENUE,,In Progress,,,,11 BRONX,2040670037.0,BRONX,1025442.0,246343.0,PHONE,Unspecified,BRONX,,,,,,,,40.84273372771959,-73.85112421507355,"
,  
(40.84273372771959, -73.85112421507355)"
